@relation 'testing1-weka.filters.unsupervised.attribute.Add-TNOM-NNewNominal-Lactivity,scenic-Clast'

@attribute text string
@attribute NewNominal {activity,scenic}

@data
'sands and very clean',?
'Lots of water',?

'Lots of water',?
'sands and very clean',?
'worth walking',?
'Lovely quiet beach',?
'Beach was also',?
'just a few people',?
'beach was vast',?
'Soft white sand',?
'place to relax',?
'Best time to',?

'Best time to',?
'place to relax',?
'Soft white sand',?
'beach was vast',?
'just a few people',?
'Beach was also',?
'Lovely quiet beach',?
'worth walking',?
'sands and very clean',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?

'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'sands and very clean',?
'worth walking',?
'Lovely quiet beach',?
'Beach was also',?
'just a few people',?
'beach was vast',?
'Soft white sand',?
'place to relax',?
'Best time to',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?

'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time to',?
'place to relax',?
'Soft white sand',?
'beach was vast',?
'just a few people',?
'Beach was also',?
'Lovely quiet beach',?
'worth walking',?
'sands and very clean',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'beach hotels in',?
'lot of driving',?
'Comfortable outside bars',?

'Comfortable outside bars',?
'lot of driving',?
'beach hotels in',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'sands and very clean',?
'worth walking',?
'Lovely quiet beach',?
'Beach was also',?
'just a few people',?
'beach was vast',?
'Soft white sand',?
'place to relax',?
'Best time to',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean sands',?

'Nice clean sands',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time to',?
'place to relax',?
'Soft white sand',?
'beach was vast',?
'just a few people',?
'Beach was also',?
'Lovely quiet beach',?
'worth walking',?
'sands and very clean',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'beach hotels in',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'beach is long',?
'rocks and a lovely',?

'rocks and a lovely',?
'beach is long',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'beach hotels in',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'sands and very clean',?
'worth walking',?
'Lovely quiet beach',?
'Beach was also',?
'just a few people',?
'beach was vast',?
'Soft white sand',?
'place to relax',?
'Best time to',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean sands',?
'Lovely quiet beach',?
'worth walking',?

'worth walking',?
'Lovely quiet beach',?
'Nice clean sands',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time to',?
'place to relax',?
'Soft white sand',?
'beach was vast',?
'just a few people',?
'Beach was also',?
'Lovely quiet beach',?
'worth walking',?
'sands and very clean',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'beach hotels in',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'beach is long',?
'rocks and a lovely',?
'just a few people',?

'just a few people',?
'rocks and a lovely',?
'beach is long',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'beach hotels in',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'sands and very clean',?
'worth walking',?
'Lovely quiet beach',?
'Beach was also',?
'just a few people',?
'beach was vast',?
'Soft white sand',?
'place to relax',?
'Best time to',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean sands',?
'Lovely quiet beach',?
'worth walking',?
'Soft white sand',?
'place to relax',?

'place to relax',?
'Soft white sand',?
'worth walking',?
'Lovely quiet beach',?
'Nice clean sands',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time to',?
'place to relax',?
'Soft white sand',?
'beach was vast',?
'just a few people',?
'Beach was also',?
'Lovely quiet beach',?
'worth walking',?
'sands and very clean',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'beach hotels in',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'beach is long',?
'rocks and a lovely',?
'just a few people',?
'water was warm',?
'waves were just brilliant',?
'watch and jump',?
'sands were nice',?

'sands were nice',?
'watch and jump',?
'waves were just brilliant',?
'water was warm',?
'just a few people',?
'rocks and a lovely',?
'beach is long',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'beach hotels in',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'sands and very clean',?
'worth walking',?
'Lovely quiet beach',?
'Beach was also',?
'just a few people',?
'beach was vast',?
'Soft white sand',?
'place to relax',?
'Best time to',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean sands',?
'Lovely quiet beach',?
'worth walking',?
'Soft white sand',?
'place to relax',?
'beach hotels in',?

'beach hotels in',?
'place to relax',?
'Soft white sand',?
'worth walking',?
'Lovely quiet beach',?
'Nice clean sands',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time to',?
'place to relax',?
'Soft white sand',?
'beach was vast',?
'just a few people',?
'Beach was also',?
'Lovely quiet beach',?
'worth walking',?
'sands and very clean',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'beach hotels in',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'beach is long',?
'rocks and a lovely',?
'just a few people',?
'water was warm',?
'waves were just brilliant',?
'watch and jump',?
'sands were nice',?
'waves are brilliant',?
'jump and play',?
'beach is long',?
'rocks and a lovely',?

'rocks and a lovely',?
'beach is long',?
'jump and play',?
'waves are brilliant',?
'sands were nice',?
'watch and jump',?
'waves were just brilliant',?
'water was warm',?
'just a few people',?
'rocks and a lovely',?
'beach is long',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'beach hotels in',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'sands and very clean',?
'worth walking',?
'Lovely quiet beach',?
'Beach was also',?
'just a few people',?
'beach was vast',?
'Soft white sand',?
'place to relax',?
'Best time to',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean sands',?
'Lovely quiet beach',?
'worth walking',?
'Soft white sand',?
'place to relax',?
'beach hotels in',?
'lot of street',?

'lot of street',?
'beach hotels in',?
'place to relax',?
'Soft white sand',?
'worth walking',?
'Lovely quiet beach',?
'Nice clean sands',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time to',?
'place to relax',?
'Soft white sand',?
'beach was vast',?
'just a few people',?
'Beach was also',?
'Lovely quiet beach',?
'worth walking',?
'sands and very clean',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'beach hotels in',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'beach is long',?
'rocks and a lovely',?
'just a few people',?
'water was warm',?
'waves were just brilliant',?
'watch and jump',?
'sands were nice',?
'waves are brilliant',?
'jump and play',?
'beach is long',?
'rocks and a lovely',?
'place to spend',?

'place to spend',?
'rocks and a lovely',?
'beach is long',?
'jump and play',?
'waves are brilliant',?
'sands were nice',?
'watch and jump',?
'waves were just brilliant',?
'water was warm',?
'just a few people',?
'rocks and a lovely',?
'beach is long',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'beach hotels in',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'sands and very clean',?
'worth walking',?
'Lovely quiet beach',?
'Beach was also',?
'just a few people',?
'beach was vast',?
'Soft white sand',?
'place to relax',?
'Best time to',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
'well as swimmers',?
'Nice clean sands',?
'Lovely quiet beach',?
'worth walking',?
'Soft white sand',?
'place to relax',?
'beach hotels in',?
'lot of street',?
'Walk the green',?
'see the vendors',?
'watch the kites',?
'watch the lowering',?

'watch the lowering',?
'watch the kites',?
'see the vendors',?
'Walk the green',?
'lot of street',?
'beach hotels in',?
'place to relax',?
'Soft white sand',?
'worth walking',?
'Lovely quiet beach',?
'Nice clean sands',?
'well as swimmers',?
'sands were nice',?
'watch and jump',?
'waves were just',?
'water was warm',?
'Best time to',?
'place to relax',?
'Soft white sand',?
'beach was vast',?
'just a few people',?
'Beach was also',?
'Lovely quiet beach',?
'worth walking',?
'sands and very clean',?
'Lots of water',?
'Very nice virgin Beach',?
'perfect for lazy day',?
'beach hotels in',?
'lot of driving',?
'Comfortable outside bars',?
'waves are brilliant',?
'jump and play',?
'beach is long',?
'rocks and a lovely',?
'just a few people',?
'water was warm',?
'waves were just brilliant',?
'watch and jump',?
'sands were nice',?
'waves are brilliant',?
'jump and play',?
'beach is long',?
'rocks and a lovely',?
'place to spend',?

'place to spend',?
'rocks and a lovely',?
'beach is long',?
'jump and play',?
'waves are brilliant',?
'sands were nice',?
'watch and jump',?
'waves were just brilliant',?
'water was warm',?
'just a few people',?
'rocks and a lovely',?
'beach is long',?
'jump and play',?
'waves are brilliant',?
'Comfortable outside bars',?
'lot of driving',?
'beach hotels in',?
'perfect for lazy day',?
'Very nice virgin Beach',?
'Lots of water',?
'sands and very clean',?
'worth walking',?
'Lovely quiet beach',?
'Beach was also',?
'just a few people',?
'beach was vast',?
'Soft white sand',?
'place to relax',?
'Best time to',?
'water was warm',?
'waves were just',?
'watch and jump',?
'sands were nice',?
